username,score,content,tanggal,label,clean_text
Pengguna Google,5,aplikasi bagus dan sangat membantu,2026-01-13 10:15:09,positif,aplikasi bagus sangat bantu
Pengguna Google,1,tarif buat driver tidak manusiawi,2026-01-13 10:13:11,negatif,tarif driver tidak manusiawi
Pengguna Google,5,"nyaman, pengalaman saya drivernya ramah ramah dan baik",2026-01-13 10:07:49,positif,nyaman alam drivernya ramah ramah
Pengguna Google,1,pengaduan cstmer tidak digubris sama sekali sangat mengecewakan👎,2026-01-13 09:59:54,negatif,adu cstmer tidak gubris sekali sangat kecewa
Pengguna Google,5,maantaAp,2026-01-13 09:50:00,positif,maantaap
Pengguna Google,5,gojek OK Bngt,2026-01-13 09:45:04,positif,gojek oke banget
Pengguna Google,5,lebih mudah berpergian kemana mana,2026-01-13 09:44:52,positif,lebih mudah pergi mana
Pengguna Google,1,"tolong kasih pelanggaran, untuk driver yang tidur, tapi malah menyalakan Aplikasinya, kasian pelanggan menunggu lebih lama, tapi tidak ada kabar, dibatalin takut nya dia gaada internet, serba salah",2026-01-13 09:43:38,negatif,tolong kasih langgar driver tidur tapi nyala aplikasi kasi langgan tunggu lebih tapi tidak kabar dibatalin takut gaada internet serba salah
Pengguna Google,5,baik. harga terjangkau,2026-01-13 09:00:29,positif,harga jangkau
Pengguna Google,1,siap siap aja castamer pindah aplikasi. order dijam kerja aja dapet drevernya jauh jauh kasian Abang gojek yg distasiun gadapet order katanya ..parah gojek kita butuh cepet sekarang susah dpt drever Deket kata ABNG gojek sistem terbaru katanya tapi malah kita sebagai castamer rugiwaktulah nungguin drever mana kejebak macet drevernya untung masih ada aplikasi lain yg drevernya deket,2026-01-13 08:54:31,negatif,castamer pindah aplikasi order jam drevernya kasi driver gojek stasiun gadapet order buruk gojek butuh cepet susah drever deket abng gojek sistem baru tapi castamer rugiwaktulah nungguin drever jebak macet drevernya untung aplikasi drevernya deket
Pengguna Google,5,Ok the best vocernya,2026-01-13 08:49:23,positif,oke the baik vocernya
Pengguna Google,5,aman dan menyenangkan,2026-01-13 08:48:42,positif,aman senang
Pengguna Google,1,lama menyelesaikan masalah,2026-01-13 08:23:34,negatif,selesai
Pengguna Google,5,sudah lebih baik lagi dalam pelayanan maupun aplikasinya,2026-01-13 08:16:18,positif,lebih layan aplikasi
Pengguna Google,1,"Driver gocar sering pada nembak harga padahal gapernah pake voucer hemat, argo 55rb minta 130rb by telpon .. wow",2026-01-13 08:07:13,negatif,driver gocar nembak harga gapernah pakai voucer hemat argo rb rb by telpon wow
Pengguna Google,1,susah cari driver ihhhhhghdhdhdhdgd pdhl lgi buru buru ihhdhhhshshsgsheh muak hwhehehwhe,2026-01-13 07:54:17,negatif,susah cari driver ihhghdhdhdhdgd buru buru ihhdhhshshsgsheh muak hwhehehwhe
Pengguna Google,5,app sangat bagus,2026-01-13 07:42:32,positif,aplikasi sangat bagus
Pengguna Google,1,"ngorder hemat dapat driver jauh2,klamaan nunggunya. KL buat program jangan nyusahin pelanggan. kasihan driver yang dapat orderan hemat.meraka juga punya keluarga.masa buat dapat orderan aj musti bayar.kejam sekali sekarang.aplikasi anak bangsa kok kaya bgni.g usah ikut2an sebelah.",2026-01-13 07:17:48,negatif,ngorder hemat driver klamaan nunggunya program jangan nyusahin langgan kasihan driver order hematmeraka keluargamasa order aj musti bayarkejam sekali sekarangaplikasi anak bangsa kaya bgnig an belah
Pengguna Google,1,fitur krl buka nya lambat amat keburu kiamat. sering tinggalan kreta gegara buka tilet aja lama suee,2026-01-13 07:01:47,negatif,fitur krl buka lambat keburu kiamat tinggal kreta gegara buka tilet suee
Pengguna Google,2,iklan doang dimana' tapi nyari gojek nya susah+kalo dapet promo malah susah yg ngambil,2026-01-13 07:00:31,negatif,iklan mana tapi nyari gojek susahkalo promo susah ngambil
Pengguna Google,1,"bintang 1 aja,customer biaya pesan normal,masuk ke driver argonya mengenaskan,tidak manusiawi,ga ada otaknya,aplikasi ini memang membantu,tapi membantu untuk memperkaya si gojek,mencekik drivernya",2026-01-13 06:45:48,negatif,bintang ajacustomer biaya pesan normalmasuk driver argonya mengenaskantidak manusiawiga otaknyaaplikasi membantutapi bantu kaya si gojekmencekik drivernya
Pengguna Google,1,"Makin lama makin jelek aplikasi ini. Titik dimana, driver kemana. Udh tarif nya makin nggk ngotak, giliran pakai mode hemat, driver nya agak beda perlakuan nya. Serba salah sebagai user.",2026-01-13 06:38:53,negatif,buruk aplikasi titik mana driver mana tarif nggk ngotak gilir pakai mode hemat driver agak beda laku serba salah user
Pengguna Google,2,"eh, kalau ngasih driver ngotak dikit apa. jaraknya jauh banget, perbaikin sistem lu cape gua tiap pagi dapat driver jaraknya 4 kilometer lebih",2026-01-13 06:29:09,negatif,eh kasih driver ngotak dikit jarak banget perbaikin sistem cape gua pagi driver jarak kilometer lebih
Pengguna Google,1,driver nya makin kesini makin ga jelas jam2 pagi ke sekolah udah tau waktunya mepet.. posisi pada deket eatimasi 3 4 menit udah 10 masih belom datang2.. pesen lg dapet nya estimasi belasa menit dicancle sama driver nya.. di tlp ga bisa di chat ga dibales2.. kalo masih pada ngantuk ga usah narik pagi2. anak saya ujung2nya ga jadi sekolah,2026-01-13 06:27:34,negatif,driver kesini tidak jam pagi sekolah tau mepet posisi deket eatimasi menit bom sen estimasi basa menit dicancle driver tlp tidak chat tidak dibales kalo ngantuk tidak narik pagi anak ujung tidak sekolah
Pengguna Google,5,bagus banget sama yangg 🎆❤️ apa yang umurnya panjang berwarna putih hitam dan subscribe untuk update terbaru info terkini update terbaru,2026-01-13 06:25:18,positif,bagus banget yangg umur warna putih hitam subscribe update baru info kini update baru
Pengguna Google,1,"Lokasi penjemputan selalu tidak sesuai titik, saya udah nulis alamat lengkap dan benar (di gmaps juga ada) lalu saya juga periksa kembali titiknya secara manual akan tetapi setelah pesan titiknya malah berbeda lagi. Sering mendapat driver dari lokasi yang jauh (butuh waktu hampir 30 menit).",2026-01-13 06:20:52,negatif,lokasi jemput tidak sesuai titik nulis alamat lengkap gmaps periksa titik manual tetapi pesan titik beda driver lokasi butuh waktu menit
Pengguna Google,5,pelayanannya cukup baik,2026-01-13 05:48:20,positif,layan
Pengguna Google,5,sangat membantu dalam segala hal 🔥 tp kadang biaya penanganan nya ga kira2 🤭,2026-01-13 05:19:54,positif,sangat bantu tapi kadang biaya tangan tidak
Pengguna Google,1,"saya sering telat jika berangkat kerja karena driver tidak ada yang mau ambil, lain kali gausah jadi driver kalo masih pilih pilih",2026-01-13 05:03:52,negatif,telat berangkat driver tidak ambil gausah driver kalo pilih pilih
Pengguna Google,5,good bgt,2026-01-13 02:55:31,positif,bagus banget
Pengguna Google,1,"cari driver lama, bantuan cs nya juga. etimasi waktu pesenan samapi juga lama. kecewa, gak bagus",2026-01-13 02:41:38,negatif,cari driver bantu customer service etimasi waktu sen samapi kecewa tidak bagus
Pengguna Google,1,"saya kecewa sudah 5th pake gopay , gopaylater ga dpt2 , padahal saya sering melakukan transaksi pake gopay , pesan gofood dll",2026-01-13 02:36:45,negatif,kecewa th pakai gopay gopaylater tidak transaksi pakai gopay pesan gofood dll
Pengguna Google,2,tolong diperbaiki sistemnya saya order dini hari ada yang terdekat 100 meteran kenapa di arahkan pada driver yang jauh 2.5km an,2026-01-13 02:17:38,negatif,tolong baik sistem order dekat meter arah driver km an
Pengguna Google,5,izin min mau aktivitas gopaylater . Atas nama mhd rafisah,2026-01-13 02:01:21,positif,izin admin aktivitas gopaylater nama mhd rafisah
Pengguna Google,5,Mantul banget,2026-01-13 01:56:07,positif,mantap banget
Pengguna Google,5,sangat membantu untuk keadaan darurat,2026-01-13 00:42:48,positif,sangat bantu darurat
Pengguna Google,3,"promo pkai nominal harga!! yg di jual harga nya di bawah harga promo,,,,!!! lebih mahal ongkir dri pda harga jual,,, skrg saya sudah pindah haluan,,,",2026-01-13 00:21:35,netral,promo pkai nominal harga jual harga harga promo lebih mahal ongkos dri pda harga jual skrg pindah haluan
Pengguna Google,1,aplikasi tolol driver terima pesanan tapi ga berangkat giliran dibatalin gabisa tanya cs nya juga gaada solusi emang aplikasi tolol,2026-01-13 00:10:37,negatif,aplikasi tolol driver terima pesan tapi tidak berangkat gilir dibatalin gabisa customer service gaada solusi emang aplikasi tolol
Pengguna Google,5,aplikasi ini sangat bagus dan bermanfaat,2026-01-13 00:02:48,positif,aplikasi sangat bagus manfaat
Pengguna Google,1,Seenak jidat batalin order nunggu pesanan sejam kirain mau sampai ternyata dibatalin alsannya karena gaada driver atau karena pesananku yg dikasih orang lain,2026-01-12 23:05:40,negatif,enak jidat batalin order nunggu pesan jam kirain dibatalin alsannya gaada driver pesan kasih
Pengguna Google,1,"Aplikator paling korup. dari sudut pandang saya sebagai konsumen, kalian sering mencelakai driver, entah target maupun komisi. sangat-sangat tidak wajar. berbenah lagi, itu yang korup korup gua doain pas naik motor masuk tol",2026-01-12 22:48:54,negatif,aplikator paling korup sudut pandang konsumen celaka driver target komisi sangatsangat tidak wajar benah korup korup gua doain pas motor tol
Pengguna Google,5,"sangat bagus,banyak voucher",2026-01-12 21:44:30,positif,sangat bagusbanyak voucher
Pengguna Google,5,mobil nyaman bersih,2026-01-12 21:39:27,positif,mobil nyaman bersih
Pengguna Google,4,bagus banget...👍,2026-01-12 21:04:44,positif,bagus banget
Pengguna Google,1,2 kali pesan lambat semua mau di batalin gak bisa tapi giliran di tungguin juga gak ada perubahan harus nunggu sampai jam yg di tentukan setelah lebih baru bisa di batalin kan sama aja buang waktu saya memang terbaik,2026-01-12 20:41:28,negatif,pesan lambat batalin tidak tapi gilir tungguin tidak ubah nunggu jam tentu lebih batalin buang waktu baik
Pengguna Google,1,tagihan gopay latter yg udah di bayar di tagih lagi susah buat complaint salah cari info pengaduan langsung di di hack yg mengatasnamakan gojel,2026-01-12 20:39:08,negatif,tagih gopay latter bayar tagih susah complaint salah cari info adu hack mengatasnamakan gojel
Pengguna Google,3,chat gojek kurang upadte,2026-01-12 20:35:46,netral,chat gojek kurang upadte
Pengguna Google,2,next time cancelnya dimajuin yaa,2026-01-12 20:28:15,negatif,next time cancelnya dimajuin yaa
Pengguna Google,5,Dagingnya empuk dan kuah nya seger banget,2026-01-12 20:24:48,positif,daging empuk kuah seger banget
Pengguna Google,5,tolong dong bisa chat sama resto nya langsung jadi ngga perlu tunggu restonya yang chat kadang kasihan drivernya udah dateng taunya restonya tutup,2026-01-12 20:13:41,positif,tolong chat resto tidak tunggu restonya chat kadang kasihan drivernya dateng tau restonya tutup
Pengguna Google,1,"Gimana sih gojek, mau beli makan 1 jam buat nyari driver, maj dibatalin nggak bisa harus nunggu, giliran udah dapat masih nunggu lagi di resto, sini udah kelaperan, nggak kayak shopeefood apa apa mudah kok batalin.",2026-01-12 19:42:06,negatif,sih gojek beli makan jam nyari driver maj dibatalin tidak nunggu gilir nunggu resto kelaperan tidak kayak shopeefood mudah batalin
Pengguna Google,5,bersih ..dan lancar,2026-01-12 19:39:32,positif,bersih lancar
Pengguna Google,1,"aplikasi gajelas, saya sampai tunggu satu jam ttp tidak ada driver yg menerima padahal jelas digambar banyak ikon gojek nya, saya nyesel download ini, pas pertama kali saya download harga 5000 an lama kelamaan semakin mahal semakin lama semakin gajelas, masa bisa sampai 30.000 padahal yg biasa dan ttp lama",2026-01-12 19:23:24,negatif,aplikasi gajelas tunggu jam tidak driver terima gambar ikon gojek nyesel download pas download harga an mahal gajelas
Pengguna Google,5,sangak keren,2026-01-12 19:17:57,positif,sangak bagus
Pengguna Google,5,mantap tepat waktu,2026-01-12 19:00:17,positif,mantap waktu
Pengguna Google,1,apalah di cancel mulu ama gojek,2026-01-12 18:58:49,negatif,apa cancel mulu ama gojek
Pengguna Google,5,cepat menangappi permasalahan yang terjadi dan selalu tahu siapa benar dan siapa yang salah terimakasih,2026-01-12 18:11:26,positif,cepat menangappi masalah salah terimakasih
Pengguna Google,5,suka.,2026-01-12 16:51:56,positif,suka
Pengguna Google,5,mempermudah transportasi untuk tujuan kemana mana.,2026-01-12 16:50:49,positif,mudah transportasi tuju mana
Pengguna Google,1,"manis diawal doang,awal2 lncar nyari driver, Uda skian lama make ni gojek makin gajelas !!!!!!",2026-01-12 16:36:25,negatif,manis awal doangawal lncar nyari driver ski pakai ni gojek gajelas
Pengguna Google,5,"senang menggunakan jasa gojeg GK bingung nyari transportasi, sangat cepat dan mudah . tapi kenapa ketika order gojeg dari RS BHAYANGKARA KE Rumah tarip nya jadi mahal sekali , padahal ketika dari rumah ke RS Bhayangkara hanya Rp 14,500. mohon di koreksi ya ....",2026-01-12 16:30:02,positif,senang jasa gojeg tidak bingung nyari transportasi sangat cepat mudah tapi order gojeg rs bhayangkara rumah tarip mahal sekali rumah rs bhayangkara rp koreksi
Pengguna Google,2,maaf ya ak kasih 2 Krn setiap hujan selalu banyak yg nolak padahal banyak gojek di sekitar lokasi. trus KLO semakin malam semakin mahal tarifnya.,2026-01-12 16:27:02,negatif,maaf kasih hujan nolak gojek lokasi malam mahal tarif
Pengguna Google,5,"kenapa goride hematnya terbatas,padahal saya sudahs angat terbantu karena seminggu 2x rutin ke rumah sakit,tapi tiba-tiba rute rumah sakit ke rumah saya dan sebaliknya tidak tersedia layanan go ride hemat(hanya 1.3km) padahal untuk rute yang lebih jauh goride hemat tersedia sudah saya update allikasinya tetap saja tidak tersedia, saya pelanggan setia gojek dari tahun 2016 lho,jadi sedikit kecewa nih",2026-01-12 16:19:31,positif,goride hemat terbataspadahal sudahs angat bantu minggu rutin rumah sakittapi tibatiba rute rumah sakit rumah tidak sedia layan go ride hemathanya km rute lebih goride hemat sedia update allikasinya tidak sedia langgan setia gojek tahun lhojadi kecewa nih
Pengguna Google,5,aplikasinya bagus dan membantu banget buat perjalanan,2026-01-12 16:18:32,positif,aplikasi bagus bantu banget jalan
Pengguna Google,5,knp nga berfungsi,2026-01-12 16:14:25,positif,nga fungsi
Pengguna Google,3,"Tolong ya min fitur chat di gosend jangan di ILANGIN, kitanya kesusahan buat konfirmasi sesuatu sm driver gojek dan elemen bisukan tolong diulang kembali, orang mencet bisukan di kira ada suaranya loh",2026-01-12 16:08:16,netral,tolong admin fitur chat gosend jangan ilangin kita susah konfirmasi driver gojek elemen bisu tolong ulang mencet bisu suara loh
Pengguna Google,5,sangat cocok dan ramah tamah,2026-01-12 15:45:27,positif,sangat cocok ramah tamah
Pengguna Google,5,SANGAT MEMBANTU. WALAUPUN ADA AJA YANG CANCEL BUAT GRAB,2026-01-12 15:44:58,positif,sangat bantu cancel grab
Pengguna Google,5,uyeee,2026-01-12 15:25:34,positif,uyee
Pengguna Google,5,sukak bahasa yang digunain di aplikasi gojrk chill banget,2026-01-12 15:25:19,positif,sukak bahasa digunain aplikasi gojrk chill banget
Pengguna Google,5,ontime,2026-01-12 15:19:16,positif,ontime
Pengguna Google,5,kemanapun yg kita pengin kunjungi tinggal klik langsung muncul banyak pilihan,2026-01-12 15:15:52,positif,mana pengin kunjung tinggal klik muncul pilih
Pengguna Google,1,"Kalau lupa cancel tetap diangap masih cari, saya jadi rugi karena uang gopay berkurang",2026-01-12 15:14:57,negatif,lupa cancel diangap cari rugi uang gopay kurang
Pengguna Google,1,"udh pesen gocar prioritas, masi aja harus nunggu drop of penumpang lain dulu, mana driver juga jarak nya jauh",2026-01-12 15:02:40,negatif,sen gocar prioritas mas nunggu drop of tumpang driver jarak
Pengguna Google,5,solusi kemana aja,2026-01-12 14:53:48,positif,solusi mana
Pengguna Google,5,makasih berkendara nyaman aman smg sukses sll,2026-01-12 14:32:28,positif,terima kasih kendara nyaman aman smg sukses sll
Pengguna Google,1,stop memakai apk ini hnya menguntungkan aplikator driver nya malah merugi,2026-01-12 14:26:48,negatif,stop pakai aplikasi hnya untung aplikator driver rugi
Pengguna Google,1,"pesen makan udah nunggu 40 menit lebih malah di cancel sepihak sama drivernya, kalo driver gabisa nganter harusnya bisa cancel di awal, jangan udah lama nunggu malah masih bisa di cancel sepihak idiotttt!!!! ni gojek jg fiturnya gajelas bikin customer emosi aja!!",2026-01-12 14:10:19,negatif,sen makan nunggu menit lebih cancel drivernya kalo driver gabisa nganter cancel jangan nunggu cancel idiott ni gojek fiturnya gajelas bikin customer emosi
Pengguna Google,1,"gofood telat mulu, tidak sesuai estimasi",2026-01-12 14:03:03,negatif,gofood telat mulu tidak sesuai estimasi
Pengguna Google,5,sangat membantu Terima kasih gojek,2026-01-12 13:44:41,positif,sangat bantu terima kasih gojek
Pengguna Google,1,mesen gofood dari jam 11 nunggu sampe jam 2 tiba tiba di cancel sama pihak aplikasi tanpa alasan yang jelas,2026-01-12 13:37:16,negatif,mesen gofood jam nunggu sampe jam cancel aplikasi tanpa alas
Pengguna Google,5,"setelah ganti hp saya sudah tidak bisa menggunakan aplikasi ini,, karena saya lupa no email saya,,,",2026-01-12 13:26:00,positif,ganti hp tidak aplikasi lupa no email
Pengguna Google,1,"BUSUK, LAMA BGT MESEN MAKAN NUNGGU DRIVER DOANG, ORG LAPER KEBURU MATI KELAPARAN. SISTEMNYA KELAMAAN BUAT NUNGGU BISA BATALIN PESANAN KALO LAMA DPT DRIVER MASA SEJAM, GILA KALI. OKE LAH 30 MENIT KALO GADAPET DRIVER BISA BATALIN, INI 1 JAM BAYANGIN 1 JAM LAPER NUNGGU MAKAN. RUGI WAKTU",2026-01-12 13:11:21,negatif,busuk banget mesen makan nunggu driver org laper keburu mati lapar sistem nunggu batalin pesan kalo driver jam gila oke menit kalo gadapet driver batalin jam bayangin jam laper nunggu makan rugi waktu
Pengguna Google,1,"sampah banget, gua buru buru malah gaada satu pun driver yg ambil, sekali nya diambil dibatalin buang buang waktu anj",2026-01-12 12:59:26,negatif,sampah banget gua buru buru gaada driver ambil sekali ambil dibatalin buang buang waktu anj
Pengguna Google,1,"Tolong dihimbau kepada driver gocarnya ya.Saya beberapa kali order,dapat kendaraan tapi hanya diam di tempat,tidak segera menuju ke lokasi penjemputan.Dichat ataupun ditelp juga tidak merespon.Akhirnya terpaksa saya yang harus cancel.Kalau sekiranya keberatan untuk pick up bisa konfirmasi atau dicancel,bukan hanya didiamkan saja.Apalagi ini untuk antar jemput berobat. Akhirnya sekarang saya pindah ke sebelah.",2026-01-12 12:29:05,negatif,tolong dihimbau driver gocarnya yasaya orderdapat kendara tapi diam tempattidak lokasi penjemputandichat ditelp tidak meresponakhirnya paksa cancelkalau berat pick up konfirmasi dicancelbukan diam sajaapalagi jemput obat pindah belah
Pengguna Google,1,"gopaylater ga bisa, padahal selalu transaksi. ga bermutu. auto uninstal.",2026-01-12 11:31:20,negatif,gopaylater tidak transaksi tidak mutu auto uninstal
Pengguna Google,1,"tolong ya.. buat para driver gocar-nya, kalian kalau gak niat narik penumpang, aplikasinya dimatiin aja!! kita yg order jadinya susah. berkali-kali dapatnya driver yg gak gerak dari posisi. orang kan jadi lama nunggunya. aturannya bisa cepat dapat driver yg beneran narik, eh nyantol orderannya malah ke elu yg mager! heran deh, belakangan ini sering bgt dapat driver gocar yg gak gerak mobilnya, padahal aplikasi dia hidup. sampain5 kali batalin order buat ganti order",2026-01-12 11:14:48,negatif,tolong driver gocarnya tidak niat narik tumpang aplikasi dimatiin order susah berkalikali dapat driver tidak gerak posisi nunggunya atur cepat driver beneran narik eh nyantol order elu mager heran deh banget driver gocar tidak gerak mobil aplikasi hidup sampain batalin order ganti order
Pengguna Google,1,"lebih dari 1 jam nunggu driver belum dapet juga, aneh banget. sistem error?",2026-01-12 11:09:43,negatif,lebih jam nunggu driver belum aneh banget sistem error
Pengguna Google,5,mempermudah perjalanan sehari hari,2026-01-12 11:03:20,positif,mudah jalan hari
Pengguna Google,5,Very good,2026-01-12 10:47:20,positif,very bagus
Pengguna Google,5,"ok,,, siiip,,,, mantap, udah itu aja.",2026-01-12 10:21:39,positif,oke siip mantap
Pengguna Google,4,memuaskan...👍,2026-01-12 10:08:40,positif,muas
Pengguna Google,4,aplikasinya suka lemot. loadingnya suka lama. tp overall aman,2026-01-12 09:50:26,positif,aplikasi suka lambat loadingnya suka tapi overall aman
Pengguna Google,1,"Ngapain sih pake segala ada video² model kek apl orange?? udah mah mahal tp gak mikirin customer, mentang² hujan Go ride muahal bgt naiknya hampir 75%, Gojek JAHAT banget! ada voucher gabisa kepake! LICIK! oh ya tambahan gara² ada video² yg berjalan gitu kuota gw kekuras habisssss, cuma buka aplikasi gojek doang kuota kekuras puluhan Mb, ini gak bagus untuk gw yang pengguna kartu kuotanya sedikit!! seharusnya customer dan pengguna apl gojek tuh di perhatiin bukan di bikin muak seperti ini!!!!",2026-01-12 09:38:31,negatif,ngapain sih pakai video model kek apl orange mah mahal tapi tidak mikirin customer mentang hujan go ride muahal banget naik gojek jahat banget voucher gabisa kepake licik oh tambah gara video jalan gitu kuota kuras habiss buka aplikasi gojek kuota kuras puluh mb tidak bagus guna kartu kuota customer guna apl gojek tuh perhatiin bukan bikin muak
Pengguna Google,5,mobiltas support,2026-01-12 09:16:12,positif,mobiltas support
Pengguna Google,5,bagus cara pakainya juga mudah,2026-01-12 09:10:31,positif,bagus pakai mudah
Pengguna Google,5,The Best,2026-01-12 09:09:51,positif,the baik
Pengguna Google,1,peraturan berubah rubah kasian driver dirugikan,2026-01-12 08:51:31,negatif,atur ubah rubah kasi driver rugi
Pengguna Google,1,"harga gajelas, driver di jakarta lebay, gamau jauh, minta cancel. pas udah dicancel harga makin naik.",2026-01-12 08:44:48,negatif,harga gajelas driver jakarta lebay gamau cancel pas dicancel harga
Pengguna Google,1,"Gojerk ini memang ngga ada hentinya bikin masalah, terutama mitra pengemudi motornya. Di jalan ngawur demi duit. Kalau ditegor malah balik negor padahal udah salah. Mohon para mitra pengemudi anda diedukasi ulang jika masih ingin dihormati orang lain",2026-01-12 08:44:11,negatif,gojerk tidak henti bikin mitra kemudi motor jalan ngawur duit ditegor negor salah mitra kemudi edukasi ulang hormat
Pengguna Google,2,"perbaiki dong setiap ujan dan habis ujan selalu error. user selalu susah dapet driver, sekalinya dapet, drivernya jauh. begitupun driver dapet cust yang jauh",2026-01-12 08:39:24,negatif,baik ujan habis ujan error user susah driver sekali drivernya driver cust
Pengguna Google,1,"sorry ku rating bintang 1 dlu ya buat skrg. emng sering pakek nihh apk tp kok skrg makin lama makin jelek ya pengaturan jarak driver dgn jarak tmpt yg dipsn. masa iya dikshnya driver yg jaraknya jauh bgt, g logis asli. kalo gini caranya nih apk g bsa dijagain buat orderan yg bth cpt. baikin dlu dah sistem mu",2026-01-12 08:29:40,negatif,sorry ku rating bintang dlu skrg emng pakek nihh aplikasi tapi skrg buruk atur jarak driver jarak tmpt dipsn iya dikshnya driver jarak banget logis asli kalo gin nih aplikasi dijagain order bth cpt baikin dlu sistem mu
Pengguna Google,1,"saat hujan / selepas hujan, lama sekali dapat driver",2026-01-12 08:22:45,negatif,hujan lepas hujan sekali driver
Pengguna Google,1,nyari driver lama banget,2026-01-12 08:22:31,negatif,nyari driver banget
Pengguna Google,1,aplikasi gajelas. udah di isiin saldon malah ilang saldo nya!,2026-01-12 07:49:07,negatif,aplikasi gajelas isiin saldon ilang saldo
Pengguna Google,3,susah dapat driver padahal rame dilokasi,2026-01-12 07:20:06,netral,susah driver rame lokasi
Pengguna Google,2,"Tolong aplikasinya diperbaharui terutama pemesanan pagi hari, sangat payah dpt driver. Kalaupun dpt driver, selalu dapat yg jauh. sering kali driver mnta cancel Krn jauh lokasi penjemputan.",2026-01-12 07:17:07,negatif,tolong aplikasi baharu mesan pagi sangat payah driver driver driver mnta cancel lokasi jemput
Pengguna Google,1,"parah banget sekarang, buka aplikasi aja ngelag parah, dikira gara gara koneksi ternyata emang dari situnya, kalo mau mesen juga tiba tiba keluar dari pemesanan. beneran ga bisa di pake aplikasinya kalo begini terus. padahal udah update tapi kok masih begini yaa, jadi susah banget makek aplikasinya.",2026-01-12 07:04:41,negatif,buruk banget buka aplikasi ngelag buruk gara gara koneksi emang situ kalo mesen mesan beneran tidak pakai aplikasi kalo update tapi yaa susah banget makek aplikasi
Pengguna Google,5,kadang mahal,2026-01-12 07:03:14,positif,kadang mahal
Pengguna Google,3,sering banget orderannya telat . estimasi 45 menit . tapi baru dtg setelah 75 menit . gk kira2 telatnya sampe 30 menit . dan gk cuma 1 atau 2 kali . sering bgt . mana waktu untuk cancel orderan gofoodnya lama bgt . 45 menit hanya untuk waktu tnggu cancel .,2026-01-12 06:57:26,netral,banget order telat estimasi menit tapi dtg menit tidak telat sampe menit tidak banget waktu cancel order gofoodnya banget menit waktu tnggu cancel
Pengguna Google,1,sulit mendapatkan kendaraan pas ujan,2026-01-12 06:42:44,negatif,sulit kendara pas ujan
Pengguna Google,1,lama mencari driver,2026-01-12 06:40:34,negatif,cari driver
Pengguna Google,1,kecewa berat,2026-01-12 06:39:47,negatif,kecewa berat
Pengguna Google,1,kl ujan sistem gojek tu gjls mlh ngambil drivernya yg jauh jauh,2026-01-12 06:36:19,negatif,ujan sistem gojek tu gjls mlh ngambil drivernya
Pengguna Google,1,"perasaan di ibukota driver banyak tapi nyari susah banget,, kalau ga niat gausah adain jasa ini, lebih gampang cari driver di daerah, lebih ga pilih2 drivernya",2026-01-12 06:34:36,negatif,asa ibukota driver tapi nyari susah banget tidak niat gausah adain jasa lebih gampang cari driver daerah lebih tidak pilih drivernya
Pengguna Google,4,pokoknya mah mantap,2026-01-12 06:29:12,positif,pokok mah mantap
Pengguna Google,4,"Klo hujan lamaa bgt, walaupun udah pesen yang harga tinggi tetep aja, rada menyusahkan apalagi klo lagi buru-buru",2026-01-12 06:21:58,positif,hujan lamaa banget sen harga tinggi tetep rada susah buruburu
Pengguna Google,1,lama banget nyari drivernya,2026-01-12 06:19:04,negatif,banget nyari drivernya
Pengguna Google,1,"udah beberapa kali pesen gofood nunggu berjam jam,,ga ada respon dari penjual sama driver juga",2026-01-12 02:42:23,negatif,sen gofood nunggu jam jamga respon jual driver
Pengguna Google,2,"makin lama, pelayanannya makin buruk, dimulai dari pelayanan driver, waktu, dan estimasi gk pernah bener.",2026-01-12 02:38:40,negatif,layan buruk layan driver waktu estimasi tidak bener
Pengguna Google,5,aplikasi ini membantu banget ya,2026-01-12 00:13:36,positif,aplikasi bantu banget
Pengguna Google,3,"gocar daerah stasiun cikarang pada blagu gua udh nunggu lama, udh dpet Driver, gua tungguin smpe 1 jam stengah, tpi apa malah d cancel sm Driver nya, kalo nyari yg dket² mh gak usah daftar gocar",2026-01-11 23:41:42,netral,gocar daerah stasiun cikarang blagu gua nunggu dpet driver gua tungguin smpe jam stengah tapi cancel driver kalo nyari dket mh tidak daftar gocar
Pengguna Google,1,aplikasi mencekik driver,2026-01-11 23:16:44,negatif,aplikasi cekik driver
Pengguna Google,5,mempermudah segala urusan bepergian,2026-01-11 23:03:07,positif,mudah urus pergi
Pengguna Google,3,"lumayan oke, ya tapi minusnya belakangan ini susah banget dapet booking gojeknya. pada cuaca cerah lho, 1 jam nunggu dapet booking gagal. gara² dibatalin terus sama drivernya, jadinya ya saya berakhir terpaksa minta jemput orang terdekat. haduh deh, tolong diperbaiki ya. saya jadi rada trauma ini.. kepotong banyak waktu kalau terus terusan",2026-01-11 22:40:40,netral,lumayan oke tapi minus susah banget booking gojek cuaca cerah lho jam nunggu booking gagal gara dibatalin drivernya paksa jemput dekat haduh deh tolong baik rada trauma potong waktu terus
Pengguna Google,1,susah nyari driver buat GO-SEND jadinya pakek aplikasi sebelah yg langsung ketemu drivernya,2026-01-11 21:43:16,negatif,susah nyari driver gosend pakek aplikasi belah ketemu drivernya
Pengguna Google,3,"cari driver mulu kalo pesen gofood, lama bener",2026-01-11 21:29:15,netral,cari driver mulu kalo sen gofood bener
Pengguna Google,1,susah sekali dapet driver,2026-01-11 21:21:37,negatif,susah sekali driver
