username,score,content,tanggal,label
Pengguna Google,5,mau kasi diskon dari harga 14k menjadi 1k selama 5 tahun,2026-01-21 13:43:20,positif
Pengguna Google,5,"gojek ini bagus krna selalu banyak toko yg bisa discount 30-50 % dr harga asli di aplikasi hanya, di 5 x orderan 4 diantaranya sering ngomel karna jalanan nya kerumah yg jelek pdhl sy selalu siapkan tips yg lebih besar dari ongkir itu sndiri tolong lah gojek lebih selektif lagi untuk para driver nya jadi mau order skrng bisa fikir berulang x karna takut mngeluh bahkan ngomel krna jalan jelek",2026-01-21 13:42:42,positif
Pengguna Google,5,"mantap, sangat membantu, murah",2026-01-21 13:39:51,positif
Pengguna Google,5,"cepat, ramah, tanpa basa basi, trima kasih kang bagus",2026-01-21 13:31:05,positif
Pengguna Google,5,sangat membantu,2026-01-21 13:21:28,positif
Pengguna Google,4,"stop iklan gojek di apk manapun, gabisa di skip soalnya",2026-01-21 13:16:53,positif
Pengguna Google,3,"saya langganan gojek sudah 10 tahun, makin kesini bukan malah bagus tapi malah menurun untuk pelayanannya. orderan kecil pada malas ambil,dari cerita beberapa driver saya jadi tahu, mereka driver gak di bayar sesuai, di peras saja tenaganya,peraturan dibuat seenaknya,potongan besar,sedangkan di lapangan kasihan,tidak ada bonus,",2026-01-21 13:16:16,netral
Pengguna Google,5,cepat dan bagus layanannya,2026-01-21 12:57:08,positif
Pengguna Google,1,aplikasi sering keluar2 sendiri lag gak jelas,2026-01-21 12:45:48,negatif
Pengguna Google,5,"very helpfull apk. all u need is here,.",2026-01-21 12:42:55,positif
Pengguna Google,1,"pekan ini lagi musim penghujan, pesan gojek ride dari jam 06:30 susah dpt driver, udh dapet terus ditolak sm driver berkali-kali, sekalinya dpt jauh jaraknya. padahal udh aktifin fitur prioritas. mana harganya 2x lebih mahal dr biasanya. akhirnya baru dapat driver jam 08:30, telat..? udah pasti. akhirnya ada orang baik yang kasih solusi untuk pakai aplikasi lain, dan keesokan harinya dgn cuaca hujan coba pesan pakai apk lain, dan taraa lgsg dapet dan cm ½harga dari gojek. bye-bye gojek 😊",2026-01-21 12:31:32,negatif
Pengguna Google,5,mantab 👍,2026-01-21 12:07:18,positif
Pengguna Google,5,ok lumayan bagus,2026-01-21 11:58:57,positif
Pengguna Google,5,"keren, tepat waktu, gak nolak walopun jarak deket. menyala we lah..",2026-01-21 11:55:54,positif
Pengguna Google,5,keren,2026-01-21 11:38:08,positif
Pengguna Google,5,mtappp,2026-01-21 11:32:23,positif
Pengguna Google,5,sangat amanah dan membantu sekali 🙏,2026-01-21 11:11:18,positif
Pengguna Google,5,puas bgt nd kerreennn,2026-01-21 11:00:52,positif
Pengguna Google,5,mudah dan cepat,2026-01-21 10:56:34,positif
Pengguna Google,5,mantul suka banyak promo,2026-01-21 10:19:02,positif
Pengguna Google,5,selalu mempermudah urusan mulai dari makan sampai perjalanan,2026-01-21 10:15:23,positif
Pengguna Google,5,sejauh ini masih aman,2026-01-21 10:09:27,positif
Pengguna Google,1,kenapa promo gofood gak ada sekarang? dan gratis ongkir nya udah gk ada ya sekarang hmmm,2026-01-21 09:48:54,negatif
Pengguna Google,1,gimana sihh aplikasinya sinyal bagus wifi bagus udah tak restart tak instal ulang tetep gak bisa masuk,2026-01-21 09:48:41,negatif
Pengguna Google,5,ok good,2026-01-21 09:40:32,positif
Pengguna Google,1,aplikasi dengan driver yg banyak problematik dan kelakuannya kek sampah. better app lain. thx,2026-01-21 09:20:23,negatif
Pengguna Google,5,bagusssd,2026-01-21 09:10:04,positif
Pengguna Google,5,Oke..,2026-01-21 09:07:43,positif
Pengguna Google,5,"Gojek no ribet, memudahkan aktivitas sehari2.",2026-01-21 09:06:06,positif
Pengguna Google,5,ok,2026-01-21 09:03:57,positif
Pengguna Google,5,sangat cocok dan bagus,2026-01-21 08:52:45,positif
Pengguna Google,1,driver sering lama jemput titik gak gerak. aering buang waktu sampai 1 jam nunggu driver dan ujung2nya di cancel,2026-01-21 08:52:08,negatif
Pengguna Google,1,"gopaylater, gopaypinjam gak jelas gak prnh byr telat mau ajuin lagi di tolak trus, gak usah dikasih KLO akhirnya di tolak trus mah",2026-01-21 08:49:59,negatif
Pengguna Google,5,josjis,2026-01-21 08:34:52,positif
Pengguna Google,5,"Terimakasih gojek, karena banyak membatu kami ( semua pelanggan )",2026-01-21 08:34:19,positif
Pengguna Google,1,untuk sekarang kurang sat set go car nya pake yg prioritas yg notabene datang 6 menit 3 kali nyantol driver gaada yg jalan itu pake yg prioritas apalagi pake yang hemat tidak semua driver tapi kebanyakan yg leha leha untuk kita yang harus tiba tepat waktu dan jarak pengemudi pasti di kisaran 2-3km dari jarak customer lebih di perhatikan lagi pelayanan nya karena kita sama sama saling membutuhkan,2026-01-21 08:25:29,negatif
Pengguna Google,3,sebeeel gocar makin mahal apalagi saat hujan pdhal cuma gerimis trus hrga suka berubah tiba tiba. dan nunggu mobilnya lamaaaa bisa 15 mnitan lebih,2026-01-21 08:16:58,netral
Pengguna Google,5,baik,2026-01-21 08:13:04,positif
Pengguna Google,1,"lokasinya di pilihin driver2 yang jauh, buang2 waktuuu, jadi di cancel mulu jadinyaaaaaaa, anehhhh anehh",2026-01-21 08:12:03,negatif
Pengguna Google,2,Paling bangke nih aplikasi customer jadi korban terus klo rintik2 dikit aja udah susah dapet ojek.,2026-01-21 08:03:19,negatif
Pengguna Google,1,"sistem kalian lagi kenapa sih?dari hari Senin order gojek dapet drivernya jauh2 terus,terlalu mkn waktu,gak efisien,penumpang nunggu terlalu lama,drivernya juga kasian jemputnya jauh,Mending naik grab atau Maxim aja lah manusiawi sedikit",2026-01-21 07:53:28,negatif
Pengguna Google,1,"buruk lokasi skarang susah di tentukan,eror Mulu ,konyol",2026-01-21 07:46:13,negatif
Pengguna Google,1,lama banget nunggu driver,2026-01-21 07:45:09,negatif
Pengguna Google,1,aplikasi ga gelas nunggu lama lama ga ada yg mau ngambil,2026-01-21 07:37:49,negatif
Pengguna Google,1,hadeh cmn gerimis susah cari drivernya minta ampun,2026-01-21 07:02:26,negatif
Pengguna Google,1,nyari drivernya lama,2026-01-21 06:59:13,negatif
Pengguna Google,1,"sekarang gojek lama Nerima orderan nyaa, padahal banyak yng membutuhkan. apalagi pagi susah dapat",2026-01-21 06:59:09,negatif
Pengguna Google,1,"Kalau lagi hujan cari drivernya susah, sering lag, maps gapernah pas di titik alamatnya",2026-01-21 06:52:07,negatif
Pengguna Google,1,"tarif gocar kalau lagi hujan agak gila y skr, tdk sampai 400 meter tarifnya 65rb.",2026-01-21 06:51:54,negatif
Pengguna Google,1,"makin sini makin Gak jelas banget, males banget pake gojek kalau kesiangan kerja kalo pesen gak ada yang nyaut.awal nya bagus udah lama lama jadi gini jelek amat apk gojek udah hapus aja lah",2026-01-21 06:49:02,negatif
Pengguna Google,1,"ni saya trip pertama loh ga dapet"" drivernya dari jam 5 sekalinya dapet alasan mulu ga pada mau anter",2026-01-21 06:48:59,negatif
Pengguna Google,1,"anak saya pesen gojek dari jam 5:45 sampai skrng GK ada yang mau ambil jelek banget lama"" gojek",2026-01-21 06:39:13,negatif
Pengguna Google,1,gojek kalo hujan susah banget,2026-01-21 06:36:09,negatif
Pengguna Google,5,sangat bagus,2026-01-21 06:34:50,positif
Pengguna Google,2,gojek sekarang kebanyakan kalau dapat tarif dikit gak di ambil sama drivernya... harap buat aplikasinya agak tegas dikit ya... takut ada yang mau kerja naik gojek juga kasian,2026-01-21 06:30:57,negatif
Pengguna Google,1,APK JELEK KALO HUJAN SUKA GA PADA MAU AMBIL ORDERAN PADAHAL BUTUH MEPET APALAGI BUAT YANG KERJA.,2026-01-21 06:27:30,negatif
Pengguna Google,1,KALO UJAN SUSAH BANGET CARI DRIVER KASIAN ANAK SEKOLA BISA TELAT GARA' GAADA YANG MAU AMBIL,2026-01-21 06:23:35,negatif
Pengguna Google,5,keren,2026-01-21 06:22:21,positif
Pengguna Google,1,"gilak kali ya, pdhl udh bertahun2 pake gojek, bru kli ini ngerasa kecewa bgt, pdhl g jauh cuma emg harus muter2 cari jlan krn kawasan sni rawan banjir, tp tarif udh sesuai 20 k atas masih aja 1 jam mantengin apk ini",2026-01-21 06:11:50,negatif
Pengguna Google,1,kalau dapet driver suka susah,2026-01-21 05:59:27,negatif
Pengguna Google,2,"apasih, lama bgt dimuat aplikasinya...",2026-01-21 05:53:25,negatif
Pengguna Google,5,sangat membantu dalam beraktifitas,2026-01-21 05:48:39,positif
Pengguna Google,5,very good,2026-01-21 05:27:59,positif
Pengguna Google,1,"Saya ganti jadi bintang 1 karena tidak ada solusi atas protes saya. driver tidak respon apakah bisa jemput atau tidak, penumpang yg hrs cancel. Apa skrg gojek tidak pernah liat alasan pembatalan karena apa? dan anehnya lagi sekarang gojek bs bekukan akun customer yg bbrp kali pembatalan walaupun itu karena kesalahan driver yg tdk respon. customer service pun skrg pakai jawaban komputer bukan petugas. makin sangat mengecewakan. perusahaan jasa tapi bisa membekukan akun customer, Arogan",2026-01-21 02:18:58,negatif
Pengguna Google,5,"mantap, aplikasi yg sangat membantu",2026-01-21 02:15:56,positif
Pengguna Google,5,mantap kali sukses terus ya,2026-01-21 01:48:38,positif
Pengguna Google,5,aplikasi yang cukup bagus,2026-01-21 01:14:43,positif
Pengguna Google,1,akun tiba tiba dibekukan gara gara beli diamond games padahal tidak melanggar aturan aneh.,2026-01-21 01:06:38,negatif
Pengguna Google,2,"banyak bgt driver yg jutek klo ngomong gbs baik' udh sakit hati bgt make apk gojek, setiap ktmu driver pasti selalu yg judes, ngomong bentak' gue",2026-01-21 00:28:47,negatif
Pengguna Google,5,nyaman murah,2026-01-20 23:44:15,positif
Pengguna Google,5,mantap,2026-01-20 23:37:57,positif
Pengguna Google,5,sangat membantu,2026-01-20 23:10:22,positif
Pengguna Google,5,sangat membantu,2026-01-20 23:04:47,positif
Pengguna Google,1,apk mu berat lemot. perbaiki dulu,2026-01-20 23:03:56,negatif
Pengguna Google,5,sangat baik,2026-01-20 23:01:10,positif
Pengguna Google,5,"saat membutuhkan barang, go mart membantu sekali, terimakasih gojek, terimakasih driver",2026-01-20 23:00:30,positif
Pengguna Google,5,"Untuk developer please benerin apk nya, ini kok gabisa dipake ya? udah coba di hp lain (sampai 7 hp) tetep aja gabisa, malah suruh nunggu 60menit sedangkan saya harus segera pulang, untungnya ada apk ojol lain. Saya ketergantungan dengan gojek kalau pkl, saya gabisa pkl ini kalo gaada gojek, tolong segera diperbaiki, terimakasih",2026-01-20 22:43:56,positif
Pengguna Google,5,ok,2026-01-20 22:39:00,positif
Pengguna Google,5,sangat membantu,2026-01-20 22:32:34,positif
Pengguna Google,5,Sikap driver sopan dan rapi dan cepat dalam pelayanan,2026-01-20 21:52:47,positif
Pengguna Google,5,bagusss bangett banyak diskon nya,2026-01-20 21:47:37,positif
Pengguna Google,5,mudah diakses,2026-01-20 21:10:42,positif
Pengguna Google,1,semenjak ada layanan prabayar bagi driver di cianjur saya jadi susah pesen goridhemAt ga dapet2 driver mungkin driver merasa rugi jadi ga bayak pake prabayar jadi terbatsi saya ogah pesen gojek klou kaya gini,2026-01-20 20:08:39,negatif
Pengguna Google,5,driver gojeknya ramah dan cekatan buat ambil paket gosend,2026-01-20 20:05:36,positif
Pengguna Google,5,good application,2026-01-20 19:59:09,positif
Pengguna Google,1,saya pesan untuk pickup obat d apotek dari 18.42 sampai jam 19.33 belum dapat. niat ga sih kasih layanan. ini obat loh untuk di lakai.,2026-01-20 19:34:30,negatif
Pengguna Google,5,keren,2026-01-20 18:39:17,positif
Pengguna Google,5,ok pokoknya aplikasinya,2026-01-20 18:37:30,positif
Pengguna Google,5,bagus,2026-01-20 18:07:22,positif
Pengguna Google,5,bagus,2026-01-20 18:04:16,positif
Pengguna Google,5,perbanyak driver untuk di kabupaten ketapang,2026-01-20 18:00:44,positif
Pengguna Google,2,yang benar aja aku udah Booking prioritas lagi ngak ada driver dari jam 11 siang mau bikin kunci sampai sekarang ngak dapat juga sampai tutup toko nya,2026-01-20 17:55:03,negatif
Pengguna Google,5,sangat membantu sekali,2026-01-20 17:40:50,positif
Pengguna Google,5,mantab,2026-01-20 17:24:02,positif
Pengguna Google,2,"ini gimana gojek pesen ojek motor tiap mau berangkat kerja sama pulang kerja dapatnya jauh terus, perasaan banyak yang disekitar kagak dapat yang deket. buang buang waktu orang mau kerja malah jadi ngaret. kaya ginimah uninstal lah pindah ke maxim ajah suka cepat. sontoloyo dah aplikasimu",2026-01-20 17:20:07,negatif
Pengguna Google,3,aplikasi nya kok gampang ngelag yaaa,2026-01-20 17:12:18,netral
Pengguna Google,1,Pengemudi tidak mau dan juga lama ketika mendapatkan orderan ketika hujan,2026-01-20 17:07:47,negatif
Pengguna Google,1,"udah ganti tahun, perbaiki lah ini aplikasi. saya pesan gocar selalu dapet yang jauh, udah gitu drivernya ga gerak² sama sekali, di chat juga ga bales, terpaksa di batalin dong? pas booking lagi malah harga nya melejit bgt najis, malah kejadian begini sering terjadi, gajelass. kalo di kasih masukan tuh ya di perbaiki kedepannya biar lebih baik, bukan di tanggepin omongan doang tapi gaada aksi nya. lama² hati gue jg yang panas liat ini layanan",2026-01-20 17:04:31,negatif
Pengguna Google,5,"Sangat mudah digunakan, pengantaran cepat, drivernya okay, pesanan juga okay. Banyak gratisan, diskon, voucher. 👍🏻",2026-01-20 16:57:00,positif
Pengguna Google,1,BANYAK DRIVER TIDAK JUJUR TIDAK REKOMEND,2026-01-20 16:50:05,negatif
Pengguna Google,1,"lagi buru² pesan goride dapat driver selalu jauh padahal depan saya banyak driver... lalu saya coba aplikasi sebelah cepat dapat driver dan dekat pula.. untuk sementara saya pakai aplikasi sebelah dulu karena lebih mudah, cepat dan nyaman..",2026-01-20 16:36:06,negatif
Pengguna Google,5,transportasi online good,2026-01-20 16:30:30,positif
Pengguna Google,5,"4x pesan gocar trus cancel, 2x pesan goride trus cancel, ga ada yg respon, smpe 1 jam setengah, trus ada notip terlalu banyk pembatalan akun akan di ban permanen, yg d pesan ga ada yg dateng, d chat ga respon, terus nunggu gtu !, msh bnyk ojek online, silahkan aja ban permanen, ini aja mau d uninstal, driver nya udh pd bnyk duit kali.",2026-01-20 16:26:45,positif
Pengguna Google,2,"algoritmanya perlu diperbaiki. pernah agak keburu2, cancel gocar karena terlalu jauh, cari lagi, eh malah dikasih yg lebih jauh. gitu terus berkali2. beberapa kali ketemu driver yg tidak ramah dan kalau chat aneh, misal kok tidak ada kabar, makanannya diambil nggak, padahal baru juga selisih 2 menit, internet kebetulan lemot. apakah tidak bisa chat dengan bahasa yg lebih baik?",2026-01-20 16:23:34,negatif
Pengguna Google,5,sangat memuaskan,2026-01-20 16:21:37,positif
Pengguna Google,5,sangat bermanfaat,2026-01-20 16:19:14,positif
Pengguna Google,5,gercep,2026-01-20 16:18:04,positif
Pengguna Google,5,datang tidak lama setelah dipesen... Tp yg pertama gojeknya membatalkan 🤭🤭 pengemudi rapi motor standar cukup nyaman,2026-01-20 15:48:57,positif
Pengguna Google,1,"mending naek grab deh,dpt driver nya dket2..skrg2 klo mesen gojek driver nya pada jauh2 dptnya contoh kya d suatu mall d jakarta saya pesen gojek saya liat di depan mall bnyak driver tpi dpt nya jauh bgt skitar hampir 2km..itu ga saya aja yg mrasa,tpi tmn2 saya yg jg sering pake gojek ngeluh dpt driver nya jauh2..tolong benahi lagi sistem nya jgn sampe cs pada lari ke grab dan maxim..",2026-01-20 15:27:11,negatif
Pengguna Google,5,biar bntang yg berbicara,2026-01-20 15:21:01,positif
Pengguna Google,5,minta santan tp gak dikasih,2026-01-20 15:18:06,positif
Pengguna Google,1,knp di aplikasi ada yg pesan chat sy data sy knp bisa bocor ke orang lain ini gimana pihak gojek parah kli kalian data sy bisa bocor ke orang,2026-01-20 14:59:56,negatif
Pengguna Google,4,i love youu,2026-01-20 14:59:26,positif
Pengguna Google,5,ok ...,2026-01-20 14:59:21,positif
Pengguna Google,5,aplikasi yang sangat membantu,2026-01-20 14:54:12,positif
Pengguna Google,5,Mohon jumlah mitra driver di Kota Tanjung Selor dibanyakin lagi ya Min. Terima kasih.,2026-01-20 14:50:18,positif
Pengguna Google,5,top,2026-01-20 14:34:04,positif
Pengguna Google,5,terbaik,2026-01-20 14:28:25,positif
Pengguna Google,5,Tepat waktu dan sangat membatu,2026-01-20 14:24:02,positif
Pengguna Google,5,Cepat,2026-01-20 14:11:08,positif
Pengguna Google,1,makin parah nih aplikasi masa udh pesen gocar 1 udh nympek tujuan malah pesen gocar lagi tiba-tiba udah 2 kali kayak gini nih aplikasi kasian orang yg gak jadi dpet penumpang apa lagi dri jauh tu driver parah²,2026-01-20 14:08:29,negatif
Pengguna Google,1,sekarang klau order hemat dapat drivernya susah.. bnyk d cancel jd lama .,2026-01-20 14:02:57,negatif
Pengguna Google,1,kita bayar mahal dpt kedrivernya hampir separo ongkosnya....tiiiiiiilllllllll,2026-01-20 13:15:57,negatif
Pengguna Google,5,sangat membantu dlm kondisi tertentu. sehingga mampu untuk efisiensi waktu dan tenaga.,2026-01-20 13:15:47,positif
Pengguna Google,1,ngak bisa masuk,2026-01-20 13:03:01,negatif
Pengguna Google,5,mantabb,2026-01-20 12:54:26,positif
Pengguna Google,5,praktis,2026-01-20 12:37:35,positif
Pengguna Google,5,"aku pesan pake goride hemat, eh sekali dapet yang posisi drivernya jauh jauh banget beberapa kali coba tetap dapet yang jauh, bikin males ah, mending uninstall aja jadinya.",2026-01-20 12:34:47,positif
Pengguna Google,1,"Jemputnya jauh gegara paket Hemat, Hilangin Paket Hemat mending dulu sistem voucher saja",2026-01-20 12:07:37,negatif
Pengguna Google,5,"Ok , tetap aman dan nyaman",2026-01-20 11:55:09,positif
Pengguna Google,5,👍,2026-01-20 11:52:03,positif
Pengguna Google,5,"denga tarif terjangkau dan banyak promo, aktifitas jd lebih mudah ... terutama buat pelajar ya..👍 semoga jaringan selalu baik tanpa ada kendala",2026-01-20 11:25:03,positif
Pengguna Google,5,gak bisa lupa sandi padahal nomer aktif,2026-01-20 11:09:21,positif
Pengguna Google,5,cepat aman...driver sopan,2026-01-20 11:08:35,positif
Pengguna Google,5,banyak promo dan sangat membantu dalam aktivitas sehari hari,2026-01-20 11:05:58,positif
Pengguna Google,5,aplikasi yang sangat membantu,2026-01-20 10:56:58,positif
Pengguna Google,5,praktis,2026-01-20 10:45:49,positif
Pengguna Google,5,akurat dan aman,2026-01-20 10:28:29,positif
Pengguna Google,5,ok bagus,2026-01-20 10:02:14,positif
Pengguna Google,1,"kalau ga niat gojek ga ush Ambil ,Driver lagi makan tapi Masa Di ambil pesanan Padahal Saya sudah pakai GOCAR PALING MAHAL DN PRIORITAS masih Tetap pada nge tem Padahal Cuman 10 menit ke lokasi Saya Sudah gitu Ga ada Info lagi gojek skrg seperti ""MAAF BU SEDANG MACET ""SUDAH SE JAM saya tunggu Gila emg Gojek kayaknya perlu displin pernah waktu itu Saya sampe dikata2 in eh dia malah ancam Saya Padahal Driver yang salah Tapi sudah berlalu lah ini makin kesini makin susah banget buat cari Driver.",2026-01-20 09:32:03,negatif
Pengguna Google,5,bagus,2026-01-20 09:22:19,positif
Pengguna Google,5,okeee,2026-01-20 09:21:33,positif
Pengguna Google,5,ok,2026-01-20 09:20:02,positif
Pengguna Google,5,sangat bagus,2026-01-20 09:17:29,positif
Pengguna Google,3,sando gopay saya tidak muncul,2026-01-20 09:15:21,netral
Pengguna Google,1,driver sekarang sombong2 mesen udh setengah jam nge tem kerjaan nya klau ga niat ga ush gojek makin ga displin skrg udh minta prioritas ttp ajaa lama Ternyata nge tem di Warung makan gojek udh ga kek dlu driver sombong dn pda lama posisi nya,2026-01-20 09:01:05,negatif
Pengguna Google,1,"Customer susah dapat driver, berapapun nomimal nya. Padahal akun customer saya normal sudah banyak perjalanan. Tolong tingkatkan lagi kinerja driver nya ya.",2026-01-20 08:58:56,negatif
Pengguna Google,1,"IT kebanyakan nyimeng, on berjam2 ya gadapet2 zonk. aneh. jemput jauh nganter deket. kebanyakan makan kecubung IT nya",2026-01-20 08:52:03,negatif
Pengguna Google,5,sangat membantu kebutuhan transportasi,2026-01-20 08:42:35,positif
Pengguna Google,5,"pembayaran gojek wajib 100% pakai gopay donk , jgn pake cash, sudah 2026 btw pernah makanan yg dibawa lari driver bisa langsung refund 100% , ga ada semenit, terimakasih",2026-01-20 08:42:05,positif
Pengguna Google,5,bgus,2026-01-20 08:33:34,positif
Pengguna Google,5,mantap pokok nya,2026-01-20 08:09:36,positif
Pengguna Google,4,entah kenapa selalu di cancle saat sudah dkt,2026-01-20 08:05:04,positif
Pengguna Google,5,ok,2026-01-20 07:43:22,positif
Pengguna Google,5,iklan,2026-01-20 07:36:01,positif
Pengguna Google,1,apk dongo orang nya pada kaga mau rezeki kali,2026-01-20 07:35:15,negatif
Pengguna Google,1,"pakai hemat masa gue harus nunggu 20 menit,lokasi driver pada jauh2. aplikasi bukannya memudahkan malah menyusahkan.",2026-01-20 07:23:39,negatif
Pengguna Google,5,sllu puas dgn kurir2x yg ramah,2026-01-20 07:01:27,positif
Pengguna Google,1,"jangan nyiptain hemat klu banyak driver yang gamau ngambil orderannya , berkali2 ditolak",2026-01-20 07:01:07,negatif
Pengguna Google,1,Di daerah saya klo mlm ga ada yng ngalong susah bgt jadi saya beralih ke aplikasi lain. dan kenapa klo order saya selalu dapet driver yg jauh padahal yg deket byk jadi sering terlambat,2026-01-20 06:56:02,negatif
Pengguna Google,1,"aplikasi yg sangat buruk, tiba tiba perpanjang otomatis langganan gojek plus padahal saya tidak ada aktifkan fitur perpanjang otomatis. tidak ada pengembalian dana. kecewa dengan jebakan yg dibuat, padahal kmrin langganan hanya 1x saja. tidak akan pakai gojek lagi. sangat mengecewakan",2026-01-20 06:52:33,negatif
Pengguna Google,5,sangat baik,2026-01-20 06:47:57,positif
Pengguna Google,5,is the best gojek,2026-01-20 06:42:21,positif
Pengguna Google,5,"pakai Gojek cepet driver nya sampai, cek lokasi driver juga jelas apa lagi kalau banyak promo",2026-01-20 06:40:24,positif
Pengguna Google,3,Tolong dong kalau pesan gojek atau gocar dapet yang deket-deket saja jangan yang terlalu jauh,2026-01-20 06:38:31,netral
Pengguna Google,2,promonya gope doang apa rasa anjir,2026-01-20 06:26:25,negatif
Pengguna Google,1,kenapa saya ketika mau login tidak bisa alasannya saya downloadnya tidak di playstore original padahal saya downloadnya bener bener dri playstore asli bukan yg palsu tetapi msh ttp gak bisa login ke aplikasi gojek what happen?...,2026-01-20 06:12:12,negatif
Pengguna Google,5,well,2026-01-20 05:39:39,positif
Pengguna Google,5,mantap,2026-01-20 05:09:35,positif
Pengguna Google,1,"dilepas aja seperti biasa, gausah ada gacor berlangganan atau apalah itu, customer terbengkalai terus kalo jadetabek ngadain begini, banjir cancelan, malah kapok kalo begini mulu",2026-01-20 05:02:51,negatif
Pengguna Google,5,Sangat membantu,2026-01-20 04:29:42,positif
Pengguna Google,5,mantap luar biasa,2026-01-20 02:23:14,positif
Pengguna Google,5,Aplikasinya bagus.,2026-01-20 00:51:57,positif
Pengguna Google,5,"sejauh ini selama pakai gojek, masih sesuai dengan SOP, semoga semakin baik lagi yaa gojek, terimakasih untuk promo promonyaa",2026-01-20 00:42:28,positif
Pengguna Google,5,ok,2026-01-20 00:41:28,positif
Pengguna Google,5,Aplikasi gojek sangat membantu saya untuk memesan makanan apabila saya lelah dari bekerja,2026-01-20 00:21:19,positif
Pengguna Google,5,dapat pengemudi ramah,2026-01-20 00:04:48,positif
Pengguna Google,5,sangat membantu disaat mager.,2026-01-19 23:17:57,positif
Pengguna Google,5,gojek mantap apk terpercaya,2026-01-19 22:57:19,positif
Pengguna Google,5,sangat membantu,2026-01-19 22:43:32,positif
Pengguna Google,5,sangat memuaskan,2026-01-19 22:17:56,positif
Pengguna Google,5,gampang,2026-01-19 22:05:54,positif
Pengguna Google,5,puas,2026-01-19 21:53:44,positif
Pengguna Google,5,aplikasinya mantap dan gak bikin bingung ekwkwk,2026-01-19 21:36:45,positif
Pengguna Google,5,sangat bermanfaat 🔥😎👍,2026-01-19 21:27:48,positif
Pengguna Google,5,mantappp,2026-01-19 21:22:03,positif
Pengguna Google,5,apakah bisa aktifin gopay later akun baru?,2026-01-19 20:15:36,positif
Pengguna Google,5,mantap gak ribet,2026-01-19 20:08:31,positif
Pengguna Google,5,ok,2026-01-19 20:08:01,positif
Pengguna Google,5,"Oke banget, membantu perjalananku.",2026-01-19 19:56:15,positif
Pengguna Google,5,mantap dan bermanfaat... cuma lumayan mahal,2026-01-19 19:56:08,positif
Pengguna Google,5,"mohon diperbaiki, agar lebih akses dengan disabilitas, khususnya tunanetra, agar mudah diakses oleh pembaca layar..",2026-01-19 19:54:34,positif
Pengguna Google,5,diversifikasi terbaik,2026-01-19 19:51:38,positif
Pengguna Google,1,supir driver tidak bergerak,2026-01-19 19:46:27,negatif
Pengguna Google,5,Sudah cukup baik,2026-01-19 19:26:25,positif
Pengguna Google,5,memudahkan dalam segala hal,2026-01-19 19:25:49,positif
Pengguna Google,4,sebelum 19 Januari pernah lemot software mungkin besok jam 8.26 tidak boleh terjadi lagi. terima kasih.,2026-01-19 19:17:37,positif
Pengguna Google,5,pelayanan sudah optimal. jarang diskon atau ada hadiah poin reward untuk customer setia.,2026-01-19 19:17:19,positif
Pengguna Google,5,banyak voucer nya drivernya kelihatan dibina dan sopan🙂,2026-01-19 19:17:18,positif
Pengguna Google,5,sangat bagus,2026-01-19 19:15:01,positif
Pengguna Google,1,"tolong evaluasi lg driver nya, kondisi darurat saya mau priksain kucing saya yg udh sakit & lemes tpi slalu ditolak, pdhal pada chat sudah saya beri tahu kondisinya klo kucingnya lemes jdi ga mungkin loncat"" dlm mobil, kucingnya jg udh di masukin ke cargo pet biar ga nyentuh kursi penumpang karna takutnya ninggalin bau kucing atau ngotorin.",2026-01-19 19:11:24,negatif
Pengguna Google,5,pokoke joss,2026-01-19 19:10:06,positif
Pengguna Google,5,aplikasi mudah di gunakan dan banyak piturnya,2026-01-19 19:05:52,positif
Pengguna Google,5,"mantap aplikasinya, emitennya cuman gak mantap...",2026-01-19 18:45:33,positif
Pengguna Google,5,"Mudah, dan syimple",2026-01-19 18:38:37,positif
Pengguna Google,5,mantap i love gojek so much,2026-01-19 18:36:14,positif
Pengguna Google,5,sangat membantu... di saat magerrr,2026-01-19 18:31:46,positif
Pengguna Google,2,Gak konsisten ah ini aplikasinya kadang bisa ambil foto dari galeri kadang ilang. menyebalkan,2026-01-19 18:11:31,negatif
Pengguna Google,1,aplikasi ga jelas,2026-01-19 17:52:28,negatif
Pengguna Google,5,mantap,2026-01-19 17:51:52,positif
Pengguna Google,5,bagus,2026-01-19 17:45:27,positif
Pengguna Google,5,nyaman,2026-01-19 17:34:46,positif
Pengguna Google,5,siipp penjemputan 🚀🚀cepat,2026-01-19 17:29:26,positif
Pengguna Google,5,ok,2026-01-19 17:17:43,positif
Pengguna Google,1,"Kecewa, performancenya masih kurang. Kadang tombol UI hilang, buffering lama, aplikasi ga mau load, padahal internet lancar waktu make aplikasi lain. Saya mau mesen gojek nunggu 15 menit baru loading",2026-01-19 17:16:47,negatif
Pengguna Google,5,Mantaap !,2026-01-19 17:16:10,positif
Pengguna Google,5,selalu aman dan nyaman,2026-01-19 17:14:30,positif
Pengguna Google,1,"saat order gojek, driver nya g ada yg mau ambil, ada yg ga gerak², ada yg geraknya menjauh, alasan kejauhan, mau arah balik pulanglah. kenapa malah yg order dikasi notif peringatan mau di nonaktifkan akun nya???",2026-01-19 17:05:27,negatif
Pengguna Google,5,"cepat, bersih, driver enak ngobrolnya tahu2 sdh sampai rumah...👍🤩",2026-01-19 16:55:19,positif
